word,answer
"an area, zone",una área
an arm,un brazo
"an armchair, seat",un sillón
an army,un ejército
an aroma,un aroma
"an arrow, dart",una flecha
"an art, skill",un arte
"an artisan, craftsman",un artesano
"an assault, robbery",un asalto
"an assembly, staging",un montaje
"an assessment, valuation, evaluation",una valoración
an assistant,un asistente
an association,una asociación
"an atmosphere, environment",una atmósfera
"an attendance, assistance, aid",una asistencia
an auction,una subasta
"an audience, hearing",una audiencia
an August,un agosto
an authorization,una autorización
"an autonomy, range",una autonomía
"an axis, shaft, crux",un eje
an ear,una oreja
"an ease, facility",una facilidad
an East,un oriente
"an echo, response",un eco
"an economy, economics, thriftiness",una economía
an ecosystem,un ecosistema
an edge,un borde
"an edge, border, end",un extremo
"an edge, margin, border, brink",un margen
"an edition, publication",una edición
"an election, choice",una elección
an element,un elemento
an elimination,una eliminación
an embarrassment,una vergüenza
an embassy,una embajada
an emergency,una emergencia
"an emotion, excitement",una emoción
an emphasis,un énfasi
"an employer, landlord, patron saint",un patrón
"an end, bit",un cabo
"an enlargement, extension",una ampliación
an entertainment,un entretenimiento
an enthusiasm,un entusiasmo
"an environment, surroundings",un entorno
an envy,una envidia
"an error, mistake",un error
an estimate,una estimación
an etcetera,un etcétera
"an evaluation, assessment",una evaluación
an eve,una víspera
"an evening, dusk",un atardecer
"an event, happening",un acontecimiento
"an event, incident",un suceso
an evil,un mal
"an evil, wickedness",una maldad
"an examination, exam",un examen
an example,un ejemplo
an exception,una excepción
an excursion,una excursión
an excuse,una excusa
"an executive, manager",un directivo
"an exercise, practice",un ejercicio
"an exhibition, showing",una exhibición
an exile,un exilio
"an exit, escape, outcome",una salida
"an expense, expenditure",un gasto
an experiment,un experimento
an expert,un experto
an explanation,una explicación
an exploration,una exploración
"an expulsion, ejection",una expulsión
an extinction,una extinción
an eye,un ojo
an eyelash,una pestaña
"an heir, heiress",un heredero
"an herb, grass, weed",una hierba
an idea,una idea
an identity,una identidad
an idol,un ídolo
"an illness, sickness",una enfermedad
an illustration,una ilustración
"an image, picture",una imagen
an impatience,una impaciencia
"an import, importation",una importación
an importance,una importancia
"an impression, printing",una impresión
an improvement,una mejora
"an impulse, momentum",un impulso
"an income, revenue",un ingreso
"an increase, raise",un incremento
an Indian,un indio
an indication,una indicación
"an indication, sign",un indicio
"an indicator, gauge",un indicador
"an industry, factory",una industria
an inflation,una inflación
an influence,una influencia
an information,una información
an infrastructure,una infraestructura
"an ingenuity, talent, wit",un ingenio
an ingredient,un ingrediente
an innocence,una inocencia
an innovation,una innovación
an insect,un insecto
"an insides, bowels",una entraña
"an inspiration, inhalation",una inspiración
an instance,una instancia
"an instant, moment",un instante
an instinct,un instinto
an institution,una institución
an instruction,una instrucción
an integration,una integración
an integrity,una integridad
an intelligence,una inteligencia
"an intention, purpose",un propósito
an interest,un interé
an Internet,un internet
"an Internet, web",una web
"an interpretation, interpreting",una interpretación
"an interval, gap",un intervalo
an intervention,una intervención
"an interview, meeting",una entrevista
an invention,un invento
an investigation,una investigación
"an investment, outlay",una inversión
an invitation,una invitación
an iron,un hierro
an irony,una ironía
an island,una isla
"an object, thing",un objeto
"an objection, protest",una protesta
an obligation,una obligación
an observation,una observación
an obstacle,un obstáculo
an October,un octubre
"an offer, bid, supply",una oferta
an office,una oficina
an oil,un aceite
an old person,un anciano
an opera,una ópera
an operation,una operación
an operator,un operador
"an opinion, looks",un parecer
"an opinion, view",una opinión
an opponent,un opositor
"an opportunity, chance",una oportunidad
"an opportunity, occasion",una ocasión
an opposition,una oposición
an optimism,un optimismo
"an option, choice",una opción
an orange (fruit),una naranja
"an orchestra, dance band",una orquesta
an order,una orden
"an organism, (human) body",un organismo
"an outcome, balance",un balance
"an outline, diagram, plan",un esquema
"an outline, perimeter, edge",un contorno
"an overcoat, shelter",un abrigo
an owner,un propietario
an oxygen,un oxígeno
an uncertainty,una incertidumbre
an understanding,una comprensión
an understanding,un entendimiento
an unemployment,un desempleo
"an unloading, discharge",una descarga
an urgency,una urgencia
analyst,analista
"artist, performer",artista
athlete,atleta
baby,bebé
"baby, small child",nene
"believer, follower",creyente
"candidate, applicant",aspirante
colleague,colega
colonel,coronel
"commander, commanding officer",comandante
delinquent,delincuente
descendant,descendiente
economist,economista
equivalent,equivalente
fellow countryman,compatriota
"helper, assistant",ayudante
"idiot, dunce",idiota
immigrant,inmigrante
inhabitant,habitante
journalist,periodista
judge,juez
"listener, hearer",oyente
lover,amante
"manager, director",gerente
manufacturer,fabricante
"member, militant",militante
"merchant, businessperson",comerciante
monarch,monarca
novelist,novelista
participant,participante
patient,paciente
"performer, interpreter",intérprete
"pilot, driver",piloto
poet,poeta
president,presidente
"protagonist, main character",protagonista
"rebel, insurgent",rebelde
relative,pariente
representative,representante
"rider, horseman",jinete
rival,rival
"ruler, leader",gobernante
scientist,científico
singer,cantante
soccer player,futbolista
specialist,especialista
student,estudiante
sugar,azúcar
teacher,docente
"teenager, young person",joven
terrorist,terrorista
the (alive) fish,el pez
the (bed) sheet,la sábana
the (cutting) edge,el filo
"the (electric) iron, plate, sheet",la plancha
"the (face) feature, faction",la facción
the (finger) ring,el anillo
"the (government) secretary, minister",el ministro
"the (high) school, college",el colegio
"the (legal) sentence, judgment",la sentencia
"the (meeting) proceedings, minutes",la acta
"the (musical) band, sash",la banda
"the (outer) wall, rampart",el muro
the (piece of) furniture,el mueble
the (religious) Mass,la misa
"the (snack) bar, café",el bar
the (sum) total,el total
"the (working) day, shift",la jornada
"the ability, skill, talent",la habilidad
the absence,la ausencia
the abundance,la abundancia
"the abuse, misuse",el abuso
the academic chair,la cátedra
"the accent, stress",el acento
the accord,el acuerdo
"the account, chronicle",la crónica
the accumulation,la acumulación
the acid,el ácido
"the act, action",el acto
"the activity, action",la actividad
the adaptation,la adaptación
"the adjustment, regulation",la regulación
the admiration,la admiración
"the adult, grown-up",el adulto
"the advance, progress",el avance
"the adviser, consultant",el asesor
the aesthetics,la estética
"the affection, fondness",el afecto
the age,la edad
"the agency, branch",la agencia
"the agriculture, farming",la agricultura
"the air, wind, appearance",el aire
"the al f.: finally, in the end",la final
the alarm,la alarma
the alcohol,el alcohol
"the alteration, change",la alteración
"the alternative, cure, solution",el remedio
"the ambition, aspiration",la aspiración
the analysis,el análisi
the ancestor,el antepasado
the angel,el ángel
the angle,el ángulo
the animal,el animal
"the answer, reply",la respuesta
the antecedent,el antecedente
the antenna,la antena
the anxiety,la ansiedad
"the anxiety, anguish",la ansia
the apartment,el apartamento
"the apology, excuse",la disculpa
the apostle,el apóstol
"the appearance, aspect",la apariencia
"the applause, praise, acclaim",el aplauso
"the apple, (city) block",la manzana
the application,la aplicación
"the appointment, date, quotation",la cita
"the appointment, nomination",el nombramiento
"the arch, arc, bow",el arco
"the archive, file, filing cabinet",el archivo
"the area, zone",la zona
"the argument, plot",el argumento
the arrangement,el arreglo
the arrival,la llegada
"the article, product, item",el artículo
"the articulation, joint",la articulación
the ash,la ceniza
"the aspect, appearance",el aspecto
the assembly,la asamblea
the atom,el átomo
the atrocity,la barbaridad
"the attack, raid",el ataque
"the attempt, try",el intento
the attention,la atención
the attitude,la actitud
the attraction,la atracción
"the attribute, quality",el atributo
the aunt,la tía
the authority,la autoridad
"the auto, car",el auto
the automobile,el automóvil
the autumn,el otoño
the availability,la disponibilidad
the avenue,la avenida
the average,la media
"the average, middle,",el promedio
"the awarding, concession",la concesión
the back (body),la espalda
"the back, loin, spine",el lomo
"the bag, purse",el bolso
"the bag, purse, stock exchange",la bolsa
the balance,el equilibrio
the ball,la pelota
the ballet,el ballet
"the balloon, globe",el globo
"the bank, banking",la banca
"the bank, box, safe",la caja
"the bark, crust, rind, peel",la corteza
"the base, basis",la base
"the bathroom, bath, swim",el baño
"the battery, gun deck",la batería
the battle,la batalla
the bay,la bahía
"the beast, brute",la bestia
"the beer, ale",la cerveza
"the beginning, principle",el principio
"the beginning, start",el inicio
"the behavior, conduct",el comportamiento
the bell,la campana
the belt,el cinturón
"the benefit, profit",el beneficio
"the benefit, use",el provecho
the bicycle,la bicicleta
"the bill, account",la cuenta
the bird,el pájaro
the bishop,el obispo
the blanket,la manta
"the blessing, benediction",la bendición
the boarding house,la pensión
"the boat, container",el bote
the body,el cuerpo
the book,el libro
the bookstore,la librería
"the border, frontier",la frontera
"the bother, nuisance, trouble",la molestia
the boy,el chico
"the branch, bough, limb",la rama
"the breakup, rupture",la ruptura
"the breast, bosom, cavity",el seno
"the breeze, air",la brisa
the brick,el ladrillo
the bridge,el puente
"the brother, [pl] siblings",el hermano
the budget,el presupuesto
the building,el edificio
"the bullet, shot",la bala
"the bunch (of flowers), branch",el ramo
the burial,el entierro
"the burst, gust",la ráfaga
the bus,el autobú
"the business, transaction",el negocio
the button,el botón
the buyer,el comprador
"the cabinet, den, office",el gabinete
"the calculation, calculus",el cálculo
"the call, summons",la convocatoria
"the calm, lull",la calma
"the camera, chamber",la cámara
the campaign,la campaña
the cancer,el cáncer
the candidacy,la candidatura
the candidate,el candidato
"the candle, sail, vigil",la vela
the capacity,la capacidad
the capitalism,el capitalismo
"the captain, chief",el capitán
"the car, carriage",el coche
"the carbon, coal",el carbono
the cardinal,el cardenal
"the care, carefulness",el cuidado
"the caress, stroke",la caricia
"the case, occasion",el caso
the castle,el castillo
the cat,el gato
the cause,la causa
"the caution, forethought",la precaución
the cave,la cueva
the celebration,la celebración
the cell,la celda
"the cemetery, graveyard",el cementerio
"the censorship, criticism",la censura
the cent,el centavo
"the center, middle, downtown",el centro
"the ceramics, pottery",la cerámica
the certificate,el certificado
the chain,la cadena
"the chair, seat",la silla
"the challenge, provocation",el desafío
"the chancellor, ambassador",el canciller
the change,el cambio
the chaos,el caos
the chapel,la capilla
the character (e.g. movie),el personaje
the charity,la caridad
"the chart, board, table, plank",la tabla
the check,el cheque
the cheek,la mejilla
the cheese,el queso
"the chest, breast",el pecho
the chicken,el pollo
"the child, little boy",el niño
"the childhood, infancy",la niñez
the Christianity,el cristianismo
the church,la iglesia
the cigarette,el cigarrillo
"the cigarette, cigar",el cigarro
"the cinema, US movie theater",el cine
"the circle, club",el círculo
"the circuit, circumference, track",el circuito
"the circulation, traffic",la circulación
the circumstance,la circunstancia
the citizen,el ciudadano
the city,la ciudad
the city wall,la muralla
the civil servant,el funcionario
"the claim, complaint, protest",el reclamo
"the claw, fang",la garra
"the clay, mud",el barro
"the clearness, clarity",la claridad
the cloak,el manto
"the clock, watch",el reloj
"the closet, cupboard",el armario
"the clothes, clothing",la ropa
the coalition,la coalición
the coast,la costa
the coconut,el coco
the code,el código
"the coexistence, living together",la convivencia
"the coffin, casket",el ataúd
"the coins, currency",la moneda
the collaborator,el colaborador
"the collar, necklace",el collar
the collection,la colección
"the collective, group",el colectivo
"the comfort, convenience",la comodidad
"the command, authority",el mando
"the commerce, trade",el comercio
the communication,la comunicación
the communion,la comunión
the communism,el comunismo
the company,la compañía
the comparison,la comparación
the compassion,la compasión
"the compassion, mercy",la misericordia
the compensation,la compensación
"the competition, gathering",el concurso
the complaint,la queja
the complex,el complejo
the complexity,la complejidad
the complication,la complicación
"the component, ingredient",el componente
the composer,el compositor
the computer,la computadora
the computer,el ordenador
the concept,el concepto
"the confederation, alliance",la confederación
"the configuration, shape",la configuración
"the confinement, imprisonment",el encierro
the confrontation,el enfrentamiento
"the confusion, trouble, upheaval",el trastorno
the congregation,la congregación
the congress,el congreso
"the connection, relationship",la conexión
"the consensus, consent",el consenso
the consequence,la consecuencia
the construction,la construcción
"the consultation, advice",la consulta
the consumer,el consumidor
the consumption,el consumo
"the contempt, disdain",el desprecio
"the contents, content",el contenido
the context,el contexto
"the continuation, follow-up",la continuación
the contribution,el aporte
"the contribution, support",la aportación
the control,el control
"the convenience, usefulness",la conveniencia
"the convention, assembly",la convención
the conviction,la convicción
the cooperation,la cooperación
"the cooperative, co-op",la cooperativa
"the coordinator, organizer",el coordinador
the copper,el cobre
the copy,la copia
the corporation,la corporación
"the corpse, body",el cadáver
"the correction, amendment",la corrección
the cotton,el algodón
"the counter, desk",el mostrador
the country,el país
"the course, direction",el curso
the court,el tribunal
"the court (f), cut (m)",el corte
"the courtyard, playground, yard",el patio
"the cover, lid",la tapa
"the cover, title page",la portada
the cow,la vaca
"the cradle, birth, lineage",la cuna
the creativity,la creatividad
the credibility,la credibilidad
"the crime, murder",el crimen
the crisis,la crisi
"the criticism, critique",la crítica
the crown,la corona
"the crying, weeping",el llanto
the culture,la cultura
"the cup, bowl",la taza
"the cup, glass, top (tree)",la copa
"the currency, emblem",la divisa
"the current, flow",la corriente
"the curtain, screen",la cortina
the curve,la curva
the cycle,el ciclo
the dad,el papá
the dance,la danza
"the dance, ball",el baile
the dancer,el bailarín
"the danger, menace",el peligro
the darkness,la oscuridad
"the dawn, daybreak",la madrugada
the death,la muerte
the deceased,el difunto
"the decline, decay",la decadencia
"the decline, descent, lowering",el descenso
"the decoration, adornment",el adorno
the defect,el defecto
"the defendant, accused",el acusado
"the defense, plea",la defensa
"the degree, grade",el grado
the delay,el retraso
"the delegate, representative",el delegado
the democracy,la democracia
"the demon, devil",el demonio
"the density, thickness",la densidad
"the department, apartment",el departamento
"the deposit, field",el yacimiento
"the depression, slump",la depresión
"the deputy, member",el diputado
the design,el diseño
"the designer, stylist",el diseñador
"the desk, bureau",el escritorio
"the destination, destiny",el destino
the destruction,la destrucción
the determination,la determinación
the development,el desarrollo
the devotion,la devoción
the dictionary,el diccionario
the difference,la diferencia
the dignity,la dignidad
the dining room,el comedor
the dinner,la cena
"the director, manager, principal",el director
the disaster,el desastre
"the disc, disk, record",la disco
the disciple,el discípulo
"the discipline, subject",la disciplina
the discovery,el descubrimiento
"the discussion, argument",la discusión
"the disgust, annoyance",el disgusto
"the disorder, mess",el desorden
the distance,la distancia
the distribution,la distribución
"the district attorney, prosecutor",el fiscal
"the district, area",el distrito
the distrust,la desconfianza
the division,la división
the divorce,el divorcio
the doctor,el doctor
the doctor,el médico
the document,el documento
the dog,el perro
"the doll, wrist",la muñeca
the dollar,el dólar
the donkey,el burro
the dose,la dosi
the doubt,la duda
the dozen,la docena
the drama,el drama
"the drawing, sketch",el dibujo
"the dream, sleep",el sueño
the dress,el vestido
"the drink, beverage",la bebida
the drum,el tambor
the duck,el pato
the duke,el duque
"the duty, obligation",el deber
the dynasty,la dinastía
"the eagerness, zeal, effort",el afán
"the earth, land, ground",la tierra
the earthquake,el terremoto
"the editing, wording, essay",la redacción
"the editor, publisher",el editor
the education,la educación
the effect,el efecto
the efficiency,la eficiencia
"the efficiency, effectiveness",la eficacia
"the effort, endeavor",el esfuerzo
the egg,el huevo
the elbow,el codo
the electricity,la electricidad
the electron,el electrón
"the elegance, style",la elegancia
the elevator,el ascensor
the emperor,el emperador
"the empire, fortune",el imperio
the employee,el empleado
"the emptiness, void",el vacío
the end,el fin
the enemy,el enemigo
"the energy, power",la energía
"the engine, motor",el motor
the engineer,el ingeniero
the engineering,la ingeniería
the entity,la entidad
"the entity, being, firm",el ente
"the entrance, admission ticket",la entrada
"the entrance, admission, income",el ingreso
"the environment, atmosphere",el ambiente
"the episode, incident",el episodio
the equality,la igualdad
the equation,la ecuación
"the essay, rehearsal",el ensayo
the essence,la esencia
the establishment,el establecimiento
the eternity,la eternidad
the ethics,la ética
"the evaluation, qualification",la calificación
the event,el evento
"the evidence, certainty",la evidencia
"the evolution, development",la evolución
the excellence,la excelencia
the excess,el exceso
"the exchange, interchange",el intercambio
"the executive, manager",el ejecutivo
"the exhibition, display",la exposición
"the existence, life",la existencia
"the expansion, spreading",la expansión
"the expectation, hope, prospect",la expectativa
the expedition,la expedición
"the expense, outlay,",el gasto
the experience,la experiencia
"the exploitation, cultivation",la explotación
the explosion,la explosión
"the export, exportation",la exportación
the expression,la expresión
"the extension, area, expanse",la extensión
"the eyebrow, brow",la ceja
the eyelid,el párpado
"the fabric, tissue",el tejido
"the façade, front of building",la fachada
"the face, countenance",el rostro
"the face, expression",la cara
"the face, grimace",la mueca
"the faction, side",el bando
"the faculty, ability",la facultad
"the failure, collapse",el fracaso
"the fair, festival",la feria
the faith,la fe
"the faithfulness, accuracy",la fidelidad
"the fall, drop, falling",la caída
"the fan, devotee",el aficionado
"the fantasy, fancy",la fantasía
the farmer,el agricultor
the father,el padre
the fatigue,la fatiga
"the favor, benefit",el favor
the fear,el miedo
the fear,el temor
"the feeding, food",la alimentación
"the feeling, sentiment",el sentimiento
"the female cousin, down payment",la prima
the fiction,la ficción
"the field, country",el campo
"the fight, struggle, wrestle",la lucha
the figure,la figura
"the figure, number, amount",la cifra
"the filter, screening",el filtro
"the finding, discovery",el hallazgo
"the fine, penalty, citation",la multa
"the finger, toe, digit",el dedo
"the firm, company, venture",la empresa
the fishing,la pesca
"the flame, llama",la llama
"the flaw, failure",la falla
the flight,el vuelo
"the floor, story",el piso
the flora,la flora
the flour,la harina
the flower,la flor
the fly (insect),la mosca
"the foam, lather",la espuma
the focus,el foco
the fog,la niebla
"the follower, supporter, fan",el seguidor
"the food, nourishment",el alimento
"the foot, base",el pie
"the force, strength, vigor",el vigor
"the forecast, precaution",la previsión
the forest,el bosque
"the forest, jungle",la selva
"the forgetfulness, omission",el olvido
"the forgiveness, pardon",el perdón
"the form, shape, way",la forma
the formula,la fórmula
"the fortune, fate",la fortuna
the foundation,la fundación
the fountain,la fuente
the fraction,la fracción
the fraud,el fraude
"the freedom, liberty",la libertad
the Friday,el viern
the friend,el amigo
the friendship,la amistad
"the fright, ghost",el espanto
"the fright, scare",el susto
the fruit,la fruta
"the fruit, result",el fruto
the fuel,el combustible
"the fulfillment, compliment",el cumplimiento
"the fullness, abundance",la plenitud
"the fun, entertainment",la diversión
"the functioning, operation",el funcionamiento
"the fury, rage",la furia
the future,el futuro
the future event/situation,el porvenir
"the game, match, departure",la partida
the garden,el jardín
the gasoline,la gasolina
the gene,el gen
"the genius, disposition",el genio
"the gentleman, knight",el caballero
"the germ, bacteria",la bacteria
"the gesture, expression",el ademán
"the gift, present",el regalo
the goal,el gol
the goddess,la diosa
"the goods, merchandise",la mercancía
"the goods, property",el bien
the gospel,el evangelio
the government,el gobierno
the governor,el gobernador
"the graduate, lawyer",el licenciado
"the grain, kernel",el grano
the grandchild,el nieto
the grandfather,el abuelo
"the grass, pasture",el pasto
"the grease, fat",la grasa
"the greatness, size",la grandeza
the greeting,el saludo
"the grill, railing",la reja
the group,el grupo
"the group, association",la agrupación
"the growth, increase",el crecimiento
"the guarantee, warranty",la garantía
"the guard, watch, lookout",el guardia
the guardian,el guardián
the guerrilla,la guerrilla
"the guideline, rule, standard",la pauta
"the gulf, bay",el golfo
"the gun, pistol",la pistola
the habit,el hábito
the hair,la cabellera
"the half, middle",la mitad
the hand,la mano
"the handkerchief, shawl",el pañuelo
"the handle, mango",el mango
"the handling, manipulation",la manipulación
the happiness,la felicidad
"the hardness, toughness",la dureza
the harmony,la armonía
"the harshness, rigor",el rigor
"the hat, sombrero",el sombrero
the hatred,el odio
the head (part of body),la cabeza
"the headline, holder",el titular
"the headquarters, seat",la sede
"the heart, core",el corazón
"the hearty laughter, guffaw",la carcajada
"the heat, warmth",el calor
"the height, altitude",la altura
"the hen, coward",la gallina
"the highway, road",la carretera
"the hill, slope",la colina
the hip,la cadera
"the hiring, recruitment",la contratación
the historian,el historiador
"the history, story",la historia
"the hit, strike, punch",el golpe
"the homage, tribute",el homenaje
"the honor, honesty",el honor
the hope,la esperanza
the horizon,el horizonte
the horse,el caballo
the hotel,el hotel
"the hour, time (specific)",la hora
the house,la casa
"the housekeeper, housewife",la ama
"the hug, embrace",el abrazo
the humidity,la humedad
the humility,la humildad
the hurry,la prisa
"the husband, spouse",el esposo
the hydrogen,el hidrógeno
the hypothesis,la hipótesi
the ice,el hielo
the identification,la identificación
the ideology,la ideología
the ignorance,la ignorancia
"the illumination, lighting",la iluminación
"the illusion, hope, dream",la ilusión
"the imagination, fantasy",la imaginación
the impact,el impacto
the impotence,la impotencia
"the inability, incompetence",la incapacidad
the incident,el incidente
the inclusion,la inclusión
"the inclusion, incorporation",la incorporación
the income,la renta
"the increase, rise",el aumento
the independence,la independencia
"the index card, chip, token",la ficha
"the index, forefinger",el índice
the indifference,la indiferencia
"the individual, person",el individuo
"the inequality, unevenness",la desigualdad
"the infancy, childhood",la infancia
the infection,la infección
"the inheritance, legacy",la herencia
the initiative,la iniciativa
"the injury, wound, harm",la lesión
the injustice,la injusticia
the ink,la tinta
"the inscription, registration",la inscripción
the insecurity,la inseguridad
"the insistence, determination",el empeño
"the insistence, persistence",la insistencia
the inspector,el inspector
"the installation, facilities",la instalación
the institute,el instituto
the instrument,el instrumento
the insult,el insulto
the insurance,el seguro
"the intensity, force",la intensidad
the intention,la intención
the interaction,la interacción
"the interior, inside",el interior
the interruption,la interrupción
the introduction,la introducción
the intuition,la intuición
the invasion,la invasión
"the invention, contrivance",la invención
"the invoice, bill",la factura
"the involvement, complicity",la complicidad
the irregularity,la irregularidad
the isolation,el aislamiento
the jacket,la chaqueta
the January,el enero
the Jew,el judío
"the job, occupation, function",el oficio
"the job, order, errand",el encargo
"the job, place, position",el puesto
the joke,la broma
"the joke, funny story",el chiste
the journalism,el periodismo
"the journey, itinerary, route",el recorrido
"the joy, happiness",la alegría
the judgment,el juicio
the juice,el jugo
the July,el julio
"the jump, hop, skip",el salto
the June,el junio
the jurisdiction,la jurisdicción
"the jury, juror",el jurado
"the justice, fairness",la justicia
the key,la clave
"the kidnapping, seizure",el secuestro
"the killer, assassin",el asesino
the kilometer,el kilómetro
"the kind, sort, species",la especie
"the kingdom, reign",el reino
the kiss,el beso
the knife,el cuchillo
the knot,el nudo
the knowledge,el saber
"the labor, work, task",la labor
the laboratory,el laboratorio
"the lack, shortage",la carencia
"the lack, shortage",la falta
the lake,el lago
"the lament, moan",el lamento
the lamp,la lámpara
"the landlady, owner (f)",la dueña
"the language, speech",el lenguaje
"the language, tongue, strip (of land)",la lengua
"the latest news, newness",la novedad
"the law, bill, rule",la ley
the lawyer,el abogado
the leader,el líder
"the leader, boss, manager",el jefe
"the leg, paw",la pata
the legislator,el legislador
"the lemon, lime",el limón
the length,el largo
"the lens, [pl] glasses",el lente
the lesson,la lección
"the letter, handwriting, lyrics",la letra
the liberation,la liberación
"the license, permission",la licencia
the lie,la mentira
the lightning,el relámpago
the limit,el límite
the limitation,la limitación
"the line, course",la línea
"the line, queue, tail",la cola
"the line, ray, stripe",la raya
"the line, row, file",la fila
"the link, connection",la vinculación
"the link, connection, bond",el enlace
the lion,el león
"the list, roster, roll",la lista
the literature,la literatura
the liver,el hígado
"the load, charge, cargo",la carga
the loss,la pérdida
"the lot of, heap, pile",el montón
"the loyalty, faithfulness",la lealtad
"the luck, fortune",la suerte
the lunch,el almuerzo
the lung,el pulmón
the luxury,el lujo
the machinery,la maquinaria
"the magazine, journal",la revista
"the magician, wizard",el mago
"the magnitude, extent",la magnitud
the majority,la mayoría
"the male, manliness",el macho
the mammal,el mamífero
"the man, mankind, husband",el hombre
"the management, step, negotiation",la gestión
"the mandate, order, command",el mandato
"the mania, obsession",la obsesión
"the manufacture, production",la fabricación
the March,el marzo
"the march, progress",la marcha
"the marriage, married couple",el matrimonio
"the marriage, wedding",la boda
the mask,la máscara
the mathematics,la matemática
"the matter, subject",la materia
"the meadow, field, lawn",el prado
"the means, resources",el medio
the measurement,la medición
"the mechanics, mechanism",la mecánica
"the meeting, conference, seam",la junta
"the melancholy, depression",la melancolía
"the membership, property",la pertenencia
"the memory, keepsake",el recuerdo
"the mess, problem, bad situation",el lío
the message,el mensaje
the metal,el metal
the method,el método
"the methodology, method",la metodología
the midnight,la medianoche
the millennium,el milenio
the millionaire,el millonario
"the mindset, mind",la mentalidad
the mine,la mina
the ministry,el ministerio
the miracle,el milagro
"the mistake, blunder, fault",el fallo
"the mixture, blend",la mezcla
the mobilization,la movilización
"the model, pattern",el modelo
"the modification, alteration",la modificación
the molecule,la molécula
the mom,la mamá
"the moment, while, time",el rato
"the monarchy,",la monarquía
"the monastery, convent",el monasterio
the money,el dinero
the monkey,el mono
the monopoly,el monopolio
the motivation,la motivación
"the motive, cause",el motivo
the motorcycle,la moto
the mountain,la montaña
the mountain,el monte
"the mountain range, saw",la sierra
the movement,el movimiento
"the murder, assassination",el asesinato
"the murmur, whispering",el murmullo
the music,la música
the mystery,el misterio
"the nail, fingernail, toenail",la uña
"the nail, tack, peg",el clavo
"the narration, account",la narración
the nation,la nación
the nationality,la nacionalidad
"the nature, temperament",la índole
"the necessity, need",la necesidad
"the neck, collar",el cuello
"the negative, denial",la negativa
the nephew,el sobrino
the nerve,el nervio
the news report,el reportaje
the newspaper,el diario
"the nobility, uprightness",la nobleza
"the noon, midday",el mediodía
the north,el norte
the nose,la nariz
"the nostalgia, homesickness",la nostalgia
"the notebook, workbook",el cuaderno
the novel,la novela
"the nucleus, core",el núcleo
the number,el número
the nun,la monja
the objective,el objetivo
the observer,el observador
"the occupation, use",la ocupación
the ocean,el océano
"the ocurrence, impact",la incidencia
"the offensive, attack",la ofensiva
the office of the public prosecutor,la fiscalía
"the office, study",el despacho
"the oil, petroleum",el petróleo
the old age,la vejez
"the opening, beginning",la apertura
"the opening, inauguration",la inauguración
"the orbit, socket, field",la órbita
the organ,el órgano
the organization,la organización
"the orientation, direction",la orientación
"the origin, cause",el origen
"the outlet, dose, making",la toma
"the oven, furnace",el horno
"the owner, landlord (m)",el dueño
the ox,el buey
"the pain, ache, sorrow",el dolor
the painter,el pintor
the palace,el palacio
the palm tree,la palmera
"the palm tree, palm",la palma
"the panorama, landscape",el panorama
"the paper, role, part",el papel
the paragraph,el párrafo
the parameter,el parámetro
"the parliament, dialogue",el parlamento
"the part, portion",la parte
the particle,la partícula
"the passing, course, lapse",el transcurso
"the pasta, dough",la pasta
"the path, sidewalk",la vereda
"the patrimony, inheritance",el patrimonio
"the peak, boom",el auge
the pearl,la perla
"the pen, feather",la pluma
the pencil,el lápiz
the peninsula,la península
"the people, village",el pueblo
the percentage,el porcentaje
the perception,la percepción
"the performance, achievement",el desempeño
"the performance, execution",la ejecución
the perfume,el perfume
"the period, time",el período
the perseverance,la constancia
"the personality, celebrity",la personalidad
"the personality, nature",el carácter
"the peso (money), weight, load",el peso
"the phase, stage",la fase
the philosopher,el filósofo
the phrase,la frase
the piece of clothing,la prenda
"the piece, chunk",el trozo
"the piece, part",la pieza
the pillow,la almohada
the pine (tree),el pino
"the plain, prairie, plainness",la llanura
the plan,el plan
"the plane, airplane, aircraft",el avión
"the plane, map, level",el plano
the planet,el planeta
"the planning, design",la planificación
"the plant, floor",la planta
"the plaque, plate, badge",la placa
"the plate, dish",el plato
"the player, gambler",el jugador
"the playing field, court",la cancha
the pleasure,el placer
"the poetry, poem",la poesía
"the point, dot, period",el punto
"the pole, polo, polo shirt",el polo
"the polemics, argument",la polémica
the police station,la comisaría
"the police, police force, police officer",la policía
the popularity,la popularidad
"the port, harbor",el puerto
"the porter, doorkeeper, goalie",el portero
"the portrait, photograph",el retrato
the position,la posición
"the posture, position, attitude",la postura
"the pot, kettle",la olla
the pound (money/weight),la libra
the power,el poder
"the practice, skill",la práctica
the prayer,la oración
the precedent,el precedente
"the precipitation, rainfall",la precipitación
"the prerequisite, requirement",el requisito
"the presence, appearance",la presencia
"the presentation, introduction",la presentación
the presidency,la presidencia
the press,la prensa
the pressure,la presión
the prestige,el prestigio
"the price, cost, expense",el costo
the priest,el sacerdote
the prince,el príncipe
"the principal, rector",el rector
the priority,la prioridad
"the prisoner, detainee",el detenido
the privilege,el privilegio
the problem,el problema
the product,el producto
the production,la elaboración
the production,la producción
the productivity,la productividad
"the profession, occupation",la profesión
"the professor, teacher",el profesor
"the profile, outline",el perfil
the progress,el progreso
the prohibition,la prohibición
